ticker,company,sector,industry,country,market_cap,pe,ps,pb,p_free_cash_flow,dividend_yield,performance_half_year,price,evebitda,bb,pe_rank,ps_rank,pb_rank,pfcf_rank,bby,shy,shy_rank,evebitda_rank,rank,ovr_rank
AFG,American Financial Group Inc.,Financial,Property & Casualty Insurance,USA,6190000000.0,15.77,1.03,1.29,5.79,1.42,12.5,70.63,0.0,-682000000,50.95338983050848,72.16631355932203,68.27330508474576,52.35699152542372,11.017770597738288,12.437770597738288,89.5656779661017,97.55194990037005,430.86762786647176,94.96822033898306
AFGE,American Financial Group Inc.,Financial,Property & Casualty Insurance,USA,2270000000.0,5.77,0.38,0.47,0.0,0.0,3.14,25.92,0.0,70.52436440677965,91.34004237288136,90.09533898305084,97.64300847457628,0.0,31.03813559322034,97.52348420153714,478.1643740320456,98.91419491525424
AFL,Aflac Incorporated,Financial,Accident & Health Insurance,USA,25500000000.0,9.95,1.17,1.5,4.35,2.64,-2.45,59.2,0.0,1504000000,65.46610169491525,68.2468220338983,61.70550847457628,53.52224576271186,-5.898039215686275,-3.2580392156862747,10.248940677966102,97.49501850270424,356.68463714677205,72.11334745762711
AFMD,Affimed N.V.,Healthcare,Biotechnology,Germany,290760000.0,13.22,49.28,6.99,0.0,0.0,62.46,9.78,0.0,0,58.39512711864406,6.329449152542373,10.407838983050848,97.59004237288136,-0.0,0.0,31.11758474576271,97.46655280387134,301.3065951767527,49.89406779661017
AFOP,Alliance Fiber Optic Products Inc.,Technology,Diversified Electronics,USA,313780000.0,22.74,3.75,3.35,23.59,0.86,5.86,17.51,0.0,13788000,30.87923728813559,33.13029661016949,29.13135593220339,28.20444915254237,-4.394161514436867,-3.534161514436867,9.613347457627118,97.43808710503843,228.39677354571637,20.89512711864407
AFSI,"AmTrust Financial Services, Inc.",Financial,Property & Casualty Insurance,USA,4830000000.0,10.55,1.11,2.42,9.45,1.71,6.54,58.44,0.0,-482981000,64.53919491525424,69.41207627118644,41.65783898305085,48.91419491525424,9.9996066252588,11.7096066252588,88.87711864406779,97.40962140620553,410.81004513501915,91.63135593220339
AG,First Majestic Silver Corp.,Basic Materials,Silver,Canada,454620000.0,0.0,2.05,0.84,0.0,0.0,-31.11,3.72,0.0,0,97.51059322033898,50.92690677966102,83.52754237288136,97.51059322033898,-0.0,0.0,31.38241525423729,97.38115570737261,458.2392065548302,97.90783898305084
AGCO,AGCO Corporation,Industrial Goods,Farm & Construction Machinery,USA,4260000000.0,15.75,0.51,1.35,9.86,0.98,-1.59,48.84,0.0,334700000,51.032838983050844,87.68538135593221,66.41949152542372,48.19915254237288,-7.856807511737089,-6.8768075117370895,3.840042372881356,97.35269000853971,354.5295967882007,71.29237288135593
AGEN,Agenus Inc.,Healthcare,Biotechnology,USA,593470000.0,0.0,43.96,6.18,0.0,0.0,26.39,7.04,0.0,-111534000,97.45762711864407,6.541313559322035,12.60593220338983,97.45762711864407,18.793536320285778,18.793536320285778,93.67055084745762,97.3242243097068,405.05727515716444,90.28072033898306
AGI,"Alamos Gold, Inc.",Basic Materials,Gold,Canada,1120000000.0,0.0,3.96,1.06,0.0,1.37,-25.3,4.37,0,97.43114406779661,31.46186440677966,76.2447033898305,97.43114406779661,-0.0,1.37,57.83898305084746,50,410.40783898305085,91.52542372881356
AGII,"Argo Group International Holdings, Ltd.",Financial,Property & Casualty Insurance,Bermuda,1610000000.0,8.5,1.05,0.97,8.33,1.39,21.91,57.69,0.0,61600000,68.08792372881356,71.53072033898306,79.02542372881356,50.13241525423729,-3.826086956521739,-2.4360869565217387,12.367584745762713,97.29575861087389,378.439826407484,82.8125
AGIO,"Agios Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,3210000000.0,0.0,33.4,7.91,0.0,0.0,-18.72,85.65,0.0,-242339000,97.3781779661017,7.018008474576271,9.083686440677965,97.3781779661017,7.549501557632398,7.549501557632398,83.52754237288136,97.26729291204099,391.65288613238005,86.49364406779661
AGM,Federal Agricultural Mortgage Corp.,Financial,Credit Services,USA,276880000.0,6.87,1.11,0.74,0.0,2.58,-22.26,24.81,0.0,69.59745762711864,69.4385593220339,86.09639830508475,97.35169491525424,2.58,67.26694915254238,97.23882721320808,486.989886535242,99.17902542372882
AGN,Allergan plc,Healthcare,Drugs - Generic,USA,117530000000.0,0.0,6.63,1.75,43.19,0.07,2.09,298.57,0.0,-9035100000,97.32521186440678,17.558262711864405,54.84639830508474,14.274364406779661,7.687484046626393,7.757484046626393,83.97775423728814,97.21036151437518,365.1923530397989,75.26483050847457
AGNC,American Capital Agency Corp.,Financial,REIT - Residential,USA,6810000000.0,65.1,11.09,0.82,14.74,12.29,-4.97,19.53,0.0,79000000,6.991525423728813,11.334745762711865,83.92478813559322,40.59851694915254,-1.160058737151248,11.129941262848751,88.10911016949152,97.18189581554228,328.1405822562202,61.17584745762712
AGO,Assured Guaranty Ltd.,Financial,Surety & Title Insurance,Bermuda,3600000000.0,2.85,1.39,0.64,9.3,1.95,-6.05,24.57,0.0,663000000,72.2457627118644,63.003177966101696,88.21504237288136,49.07309322033898,-18.416666666666668,-16.46666666666667,0.7680084745762712,97.15343011670936,370.45851486247204,77.30402542372882
AGRO,Adecoagro S.A.,Consumer Goods,Farm Products,Luxembourg,975100000.0,80.6,1.3,1.5,0.0,0.0,-1.83,8.06,0.0,0,5.481991525423728,64.80402542372882,61.57309322033898,97.2457627118644,-0.0,0.0,31.85911016949153,97.12496441787646,358.0889474687239,72.90783898305084
AGTC,Applied Genetic Technologies Corporation,Healthcare,Biotechnology,USA,259550000.0,0.0,144.2,2.79,0.0,0.0,-29.54,15.74,0.0,-83765000,97.21927966101694,5.190677966101695,35.46080508474576,97.21927966101694,32.27316509343094,32.27316509343094,97.40466101694916,97.09649871904355,429.59120210887403,94.70338983050848
AGU,Agrium Inc.,Basic Materials,Agricultural Chemicals,Canada,14000000000.0,16.55,0.9,2.05,0.0,3.59,-9.9,97.48,0.0,0,47.96080508474576,75.95338983050848,48.22563559322034,97.1927966101695,-0.0,3.59,73.1197033898305,97.06803302021065,439.5203635286852,95.97457627118644
AGX,"Argan, Inc.",Industrial Goods,Heavy Construction,USA,568200000.0,16.51,1.36,2.9,15.7,0.0,18.19,38.47,0.0,-4695000,48.17266949152542,63.45338983050848,34.24258474576271,39.11546610169492,0.8262935586061245,0.8262935586061245,51.7478813559322,97.03956732137775,333.77155884680144,63.90360169491526
AGYS,Agilysys Inc.,Technology,Application Software,USA,220720000.0,0.0,2.06,1.72,0.0,0.0,0.1,9.63,0.0,310000,97.13983050847457,50.82097457627118,55.82627118644068,97.13983050847457,-0.1404494382022472,-0.1404494382022472,23.146186440677965,97.01110162254484,421.08419484288385,93.40572033898306
AHGP,"Alliance Holdings GP, L.P.",Basic Materials,Nonmetallic Mineral Mining,USA,2200000000.0,8.26,0.94,3.78,10.1,10.47,-27.4,36.68,0.0,-3128000,68.45868644067797,74.81461864406779,25.1853813559322,47.722457627118644,0.1421818181818182,10.612181818181819,87.63241525423729,96.98263592371192,400.7961952457458,89.22139830508475
AHH,"Armada Hoffler Properties, Inc.",Financial,REIT - Diversified,USA,259480000.00000003,14.97,1.22,31.34,0.0,6.78,-3.6,10.03,0.0,-52707000,53.4957627118644,66.8697033898305,1.5095338983050848,97.08686440677965,20.312548173269615,27.092548173269616,96.42478813559322,96.95417022487902,412.3408227672519,91.89618644067797
AHL,Aspen Insurance Holdings Ltd.,Financial,Property & Casualty Insurance,Bermuda,2870000000.0,12.42,1.07,0.86,6.64,1.78,3.07,47.19,0.0,228800000,60.30190677966102,70.92161016949152,82.70656779661016,51.880296610169495,-7.97212543554007,-6.19212543554007,4.713983050847458,96.92570452604612,367.45006893282573,76.16525423728814
AHP,"Ashford Hospitality Prime, Inc.",Financial,REIT - Hotel/Motel,USA,354860000.0,46.15,1.07,1.01,0.0,3.21,-23.1,12.46,0.0,-32608000,11.38771186440678,70.94809322033898,77.78072033898306,97.03389830508475,9.188975934171223,12.398975934171222,89.45974576271186,96.8972388272132,443.5074083187386,96.31885593220339
AHS,AMN Healthcare Services Inc.,Healthcare,Specialized Health Services,USA,1630000000.0,35.54,1.33,5.64,53.31,0.0,48.74,34.12,0.0,-5087000,16.551906779661017,63.983050847457626,14.671610169491526,11.228813559322035,0.3120858895705521,0.3120858895705521,44.57097457627119,96.8687731283803,247.8751290605837,27.01271186440678
AHT,"Ashford Hospitality Trust, Inc.",Financial,REIT - Hotel/Motel,USA,745700000.0,3.9,0.74,0.8,0.0,6.15,-24.16,7.81,0.0,-109092000,71.68961864406779,80.77330508474576,84.50741525423729,96.98093220338984,14.629475660453265,20.779475660453265,94.59745762711864,96.8403074295474,525.3890362431067,99.81461864406779
AI,Arlington Asset Investment Corp.,Financial,Mortgage Investment,USA,397670000.0,0.0,14.62,0.73,21.38,20.21,-24.46,17.32,0.0,-85479000,96.95444915254238,9.26906779661017,86.38771186440678,30.69385593220339,21.494958131113737,41.70495813111374,98.27860169491525,96.81184173071449,418.39552817139247,93.08792372881356
AIG,"American International Group, Inc.",Financial,Property & Casualty Insurance,USA,77280000000.0,11.73,1.2,0.76,24.36,1.88,9.93,59.73,0.0,6796000000,61.91737288135594,67.45233050847457,85.80508474576271,27.03919491525424,-8.79399585921325,-6.913995859213251,3.8135593220338984,96.78337603188159,342.81091840476296,67.08156779661016
AIMC,Altra Industrial Motion Corp.,Industrial Goods,Industrial Electrical Equipment,USA,665120000.0,19.15,0.85,2.63,19.85,2.37,-3.53,25.28,0.0,23595000,39.40677966101695,77.22457627118644,37.97669491525424,32.65360169491525,-3.5474801539571805,-1.1774801539571804,17.05508474576271,96.75491033304867,301.07164762118424,49.8146186440678
AIMT,"Aimmune Therapeutics, Inc.",Healthcare,Biotechnology,USA,890000000.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,0.0,96.875,99.6822033898305,96.875,96.875,0.0,32.6271186440678,96.72644463421577,519.6607666681141,99.76165254237289
AIN,Albany International Corp.,Industrial Goods,Textile Industrial,USA,1020000000.0,34.2,1.4,2.09,0.0,2.14,-15.1,31.81,0.0,-2110000,17.346398305084744,62.579449152542374,47.61652542372881,96.84851694915254,0.20686274509803923,2.3468627450980395,65.67796610169492,96.69797893538286,386.7668348675863,85.48728813559322
AINV,Apollo Investment Corporation,Financial,Asset Management,USA,1530000000.0,71.67,3.53,0.81,8.32,12.4,-13.75,6.45,0.0,6.117584745762712,34.61334745762712,84.21610169491525,50.1853813559322,12.4,89.48622881355932,96.66951323654996,361.28815730434656,73.86122881355932
AIR,AAR Corp.,Industrial Goods,Aerospace/Defense Products & Services,USA,884250000.0,0.0,0.55,1.19,0.0,1.2,-20.35,25.0,0.0,145000000,96.79555084745762,86.12288135593221,71.61016949152543,96.79555084745762,-16.398077466779757,-15.198077466779758,0.9798728813559322,96.64104753771706,448.9450729614459,97.03389830508475
AIRM,Air Methods Corp.,Services,"Air Services, Other",USA,1440000000.0,14.56,1.4,2.79,16.12,0.0,-18.89,36.55,0.0,-1351000,54.581567796610166,62.71186440677966,35.40783898305085,38.61228813559322,0.09381944444444444,0.09381944444444444,40.20127118644068,96.61258183888415,328.1274123473587,61.14936440677966
AIT,"Applied Industrial Technologies, Inc.",Services,Industrial Equipment Wholesale,USA,1610000000.0,14.26,0.59,2.22,42.13,2.7,-4.22,40.07,0.0,71742000,55.42902542372882,84.98411016949152,45.44491525423729,14.7510593220339,-4.456024844720497,-1.7560248447204971,14.592161016949154,96.58411614005124,311.7853873264919,54.21080508474576
AIV,Apartment Investment and Management Company,Financial,REIT - Residential,USA,6020000000.0,213.89,6.15,4.07,0.0,3.12,0.59,38.5,0.0,-340225000,1.6684322033898307,19.014830508474574,22.66949152542373,96.71610169491525,5.651578073089701,8.771578073089701,85.4343220338983,96.55565044121833,322.05882840732005,58.342161016949156
AIXG,Aixtron SE,Industrial Goods,Diversified Machinery,Germany,662900000.0,0.0,3.16,1.37,0.0,0.0,-27.08,5.87,0.0,0,96.68961864406779,38.02966101694915,65.67796610169492,96.68961864406779,-0.0,0.0,32.94491525423729,96.52718474238543,426.5589644034024,94.17372881355932
AIZ,Assurant Inc.,Financial,Accident & Health Insurance,USA,5000000000.0,19.75,0.47,1.06,90.77,1.6,24.86,74.85,0.0,321077000,38.05614406779661,88.85063559322035,76.0593220338983,5.879237288135593,-6.42154,-4.821540000000001,6.9650423728813555,96.49871904355251,312.3091003994847,54.396186440677965
AJG,Arthur J Gallagher & Co.,Financial,Insurance Brokers,USA,7820000000.0,24.35,1.52,2.1,0.0,3.3,-4.92,44.81,0.0,-233300000,27.99258474576271,60.11652542372882,47.51059322033898,96.63665254237289,2.983375959079284,6.283375959079284,81.30296610169492,96.47025334471961,410.0295753786179,91.39300847457628
AJRD,"Aerojet Rocketdyne Holdings, Inc.",Industrial Goods,Aerospace/Defense - Major Diversified,USA,1300000000.0,121.29,0.79,0.0,7.79,0.0,7.68,20.62,0.0,4300000,3.283898305084746,79.34322033898306,96.61016949152543,50.688559322033896,-0.33076923076923076,-0.33076923076923076,21.345338983050848,96.4417876458867,347.7129740865647,68.96186440677965
AJX,Great Ajax Corp,Financial,REIT - Diversified,USA,210330000.0,14.85,8.38,0.92,0.0,6.66,-3.36,13.22,53.91949152542372,14.115466101694915,80.72033898305084,96.58368644067797,6.66,81.96504237288136,50,377.30402542372883,82.38877118644068
AKAM,"Akamai Technologies, Inc.",Technology,Internet Information Providers,USA,12150000000.0,36.98,5.78,3.99,36.24,0.0,-3.13,68.04,0.0,141602000,15.757415254237289,20.76271186440678,23.278601694915256,17.664194915254235,-1.165448559670782,-1.165448559670782,17.108050847457626,96.4133219470538,190.98429652332499,11.202330508474576
AKG,Asanko Gold Inc.,Basic Materials,Gold,Canada,346210000.0,0.0,0.0,0.82,0.0,0.0,14.57,1.73,0.0,0,96.53072033898306,98.27860169491525,83.95127118644068,96.53072033898306,-0.0,0.0,33.20974576271186,96.3848562482209,504.8859155702548,99.60275423728814
AKO-A,Embotelladora Andina S.A.,Consumer Goods,Beverages - Soft Drinks,Chile,2440000000.0,19.35,0.91,1.92,0.0,2.78,3.68,15.48,0.0,38.90360169491525,75.39724576271186,51.13877118644068,96.5042372881356,2.78,68.56461864406779,96.35639054938798,426.86486512565915,94.22669491525424
AKO-B,Embotelladora Andina S.A.,Consumer Goods,Beverages - Soft Drinks,Chile,2670000000.0,23.33,1.01,2.24,31.03,6.02,8.35,18.43,0.0,29.76694915254237,72.59004237288136,45.021186440677965,21.345338983050848,6.02,80.69385593220339,96.32792485055508,345.745297731911,68.16737288135593
AKR,Acadia Realty Trust,Financial,Property Management,USA,2170000000.0,25.47,10.63,2.0,0.0,3.04,-9.84,31.58,0.0,-347098000,26.297669491525422,11.83792372881356,49.25847457627119,96.45127118644068,15.995299539170507,19.035299539170506,93.77648305084746,96.29945915172217,373.9212811856205,80.95868644067797
AKRX,"Akorn, Inc.",Healthcare,Drugs - Generic,USA,4610000000.0,125.81,7.77,11.31,0.0,0.0,-16.21,40.26,0.0,-17013000,3.1514830508474576,15.121822033898304,5.296610169491525,96.42478813559322,0.3690455531453362,0.3690455531453362,45.44491525423729,96.27099345288926,261.71061209695705,32.15042372881356
AKS,AK Steel Holding Corporation,Basic Materials,Steel & Iron,USA,490810000.0,0.0,0.07,0.0,0.0,0.0,-36.11,2.76,0.0,-270600000,96.39830508474576,97.7489406779661,96.39830508474576,96.39830508474576,55.1333509912186,55.1333509912186,99.09957627118644,96.24252775405637,582.2859599574462,99.97351694915254
AL,Air Lease Corporation,Services,Rental & Leasing Services,USA,3280000000.0,15.15,2.9,1.15,0.0,0.5,-19.22,31.96,0.0,-228000,52.833686440677965,40.99576271186441,72.80190677966102,96.3718220338983,0.006951219512195122,0.5069512195121951,47.82838983050847,96.21406205522347,407.0456298518336,90.70444915254238
ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,USA,5250000000.0,28.37,1.72,1.65,90.4,2.48,-14.89,46.81,0.0,-700000,22.616525423728813,55.85275423728814,57.6271186440678,5.905720338983051,0.013333333333333334,2.493333333333333,66.57838983050848,96.18559635639055,304.76610483096687,51.059322033898304
ALCO,Alico Inc.,Consumer Goods,Farm Products,USA,350740000.0,15.57,2.37,1.96,13.59,0.57,-8.17,42.36,0.0,1029000,51.5625,46.31885593220339,50.23834745762712,42.478813559322035,-0.29337971146718367,0.2766202885328163,43.75,96.15713065755764,330.5056476067102,62.10275423728814
ALDR,Alder Biopharmaceuticals Inc.,Healthcare,Biotechnology,USA,1590000000.0,0.0,35.27,3.2,0.0,0.0,27.84,36.64,0.0,-408123000,96.29237288135593,6.80614406779661,30.58792372881356,96.29237288135593,25.668113207547172,25.668113207547172,96.15995762711864,96.12866495872474,422.2674361451654,93.56461864406779
ALDW,"Alon USA Partners, LP",Basic Materials,Oil & Gas Refining & Marketing,USA,1380000000.0,6.41,0.49,7.02,17.71,18.87,50.05,22.04,0.0,0,69.9947033898305,88.40042372881356,10.27542372881356,36.25529661016949,-0.0,18.87,93.72351694915254,96.10019925989182,394.7495636666715,87.28813559322035
ALE,"ALLETE, Inc.",Utilities,Diversified Utilities,USA,2470000000.0,16.88,2.02,1.39,0.0,3.99,-7.51,50.65,0.0,-309900000,46.795550847457626,51.35063559322034,64.9364406779661,96.23940677966102,12.546558704453442,16.53655870445344,92.58474576271186,96.07173356105892,447.9785132220759,96.875
ALEX,"Alexander & Baldwin, Inc.",Financial,Real Estate Development,USA,1760000000.0,33.09,2.83,1.43,41.28,0.55,-10.87,36.07,0.0,200000,18.08792372881356,41.60487288135593,64.11546610169492,15.04237288135593,-0.011363636363636364,0.5386363636363637,48.33156779661017,96.04326786222602,283.22547125205654,41.57838983050847
ALG,"Alamo Group, Inc.",Industrial Goods,Farm & Construction Machinery,USA,566200000.0,13.85,0.64,1.62,25.16,0.65,0.69,49.58,0.0,31602000,56.6207627118644,83.52754237288136,58.315677966101696,26.16525423728814,-5.581419992935358,-4.931419992935358,6.647245762711865,96.01480216339311,327.2912852142406,60.67266949152542
ALGN,Align Technology Inc.,Healthcare,Medical Appliances & Equipment,USA,4520000000.0,31.71,5.68,5.89,22.9,0.0,-0.16,56.45,0.0,88572000,19.465042372881356,21.345338983050848,13.665254237288135,28.89300847457627,-1.9595575221238937,-1.9595575221238937,13.983050847457626,95.98633646456021,193.33803137981448,11.73199152542373
ALGT,Allegiant Travel Company,Services,Regional Airlines,USA,3670000000.0,26.98,3.07,11.23,917.3,0.56,16.49,216.09,0.0,146162000,24.390889830508474,38.82415254237288,5.376059322033899,0.3707627118644068,-3.982615803814714,-3.422615803814714,9.878177966101696,95.9578707657273,174.79791313860864,7.733050847457627
ALJ,"Alon USA Energy, Inc.",Basic Materials,Oil & Gas Refining & Marketing,USA,1330000000.0,12.27,0.23,1.93,10.48,3.2,41.52,18.77,0.0,0,60.72563559322034,95.6302966101695,50.92690677966102,47.03389830508475,-0.0,3.2,71.10699152542372,95.92940506689439,421.3531338804537,93.45868644067797
ALK,"Alaska Air Group, Inc.",Services,Regional Airlines,USA,9690000000.0,13.84,1.77,4.43,32.64,1.05,19.36,76.14,0.0,500000000,56.67372881355932,55.03177966101694,20.127118644067796,20.28601694915254,-5.159958720330237,-4.109958720330237,8.633474576271187,95.90093936806149,256.6530580121293,30.031779661016948
